"지진ID","지진번호","구분","구분명","전송시각","진원시","위도 (단위:`N)","경도 (단위:`E)","규모 (리히터 기준)","진앙지","진앙지2","참고사항","수정사항","표출여부","확인시간","이벤트 파형 파일명","등록일자","지진번호(기상청)","발표차수(기상청)","내륙해역구분","남북한구분","진도분류","시도별 진도등급","행정구역별 진도등급 URL","격자별 진도등급 URL","진도 MAP 이미지 URL","진앙지도 이미지URL","행정구역별 진도등급 XML 파일명","격자별 진도등급 XML 파일명","진도 MAP 이미지명","진앙지도 이미지명","깊이 (단위:KM)"
"202100000551","","3","국외지진","202107072035","20210707202458","23.9","121.59","5.4","대만 화롄 남동쪽 7km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-07-07 20:36:06.0","2021003868","","","","","","","","","","","","","","8"
"202100000548","","1","지진정보","202107070700","20210707065727","36.77","128.46","2.3","경북 예천군 북쪽 14km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2021-07-07 07:02:06.0","2021003852","","","","","","","","","","","","","","20"
"202100000509","","3","국외지진","202106202016","20210620200800","43.5","142.7","5.4","일본 홋카이도 삿포로 동북동쪽 119km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-06-20 20:17:06.0","2021003476","","","","","","","","","","","","","","160"
"202100000492","","1","지진정보","202106142245","20210614224217","35.81","129.77","2.4","경북 포항시 남구 동남동쪽 43km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-06-14 22:46:06.0","2021003330","","","","","","","","","","","","","","20"
"202100000488","","1","지진정보","202106140039","20210613235732","41.29","129.13","2.5","북한 함경북도 길주 북북서쪽 41km 지역","","자연지진으로 분석됨","","Y","","","2021-06-14 00:41:07.0","2021003298","","","","","","","","","","","","","","15"
"202100000485","","1","지진정보","202106130618","20210613061351","36.97","130.34","2","경북 울릉군 울릉도 남서쪽 76km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-06-13 06:19:06.0","2021003290","","","","","","","","","","","","","","26"
"202100000479","","3","국외지진","202106111642","20210611163326","23.89","121.53","5.3","대만 화롄 남남서쪽 7km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-06-11 16:44:06.0","2021003265","","","","","","","","","","","","","","11"
"202100000478","","3","국외지진","202106111428","20210611141248","23.9","121.54","5","대만 화롄 남쪽 6km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-06-11 14:30:06.0","2021003261","","","","","","","","","","","","","","11"
"202100000467","","1","지진정보","202106071838","20210607183402","33.68","128.07","2.1","전남 여수시 거문도 동남동쪽 80km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-06-07 18:39:06.0","2021003180","","","","","","","","","","","","","","13"
"202100000447","","1","지진정보","202105310010","20210530235353","38.73","126.06","2.4","북한 황해북도 연산 남서쪽 23km 지역","","자연지진으로 분석됨.","","Y","","","2021-05-31 00:12:06.0","2021003024","","","","","","","","","","","","","","9"
"202100000445","","3","국외지진","202105302246","20210530223400","27.6","141.1","5.6","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 860km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-30 22:48:06.0","2021003022","","","","","","","","","","","","","","540"
"202100000440","","3","국외지진","202105291018","20210529100300","36.4","141.8","5.6","일본 이바라키현(혼슈) 미토 동쪽 119km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-29 10:20:06.0","2021002991","","","","","","","","","","","","","","20"
"202100000430","","1","지진정보","202105260618","20210526061324","35.83","124.56","2.2","충남 태안군 서격렬비도 남서쪽 124km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-05-26 06:19:06.0","2021002921","","","","","","","","","","","","","",""
"202100000421","","3","국외지진","202105220330","20210522030413","34.59","98.26","7.4","중국 칭하이성 시닝 남서쪽 389km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-05-22 03:32:06.0","2021002857","","","","","","","","","","","","","","10"
"202100000420","","3","국외지진","202105212314","20210521224837","25.77","100.01","6","중국 윈난성 다리 북서쪽 29km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-05-21 23:15:06.0","2021002855","","","","","","","","","","","","","","10"
"202100000408","","3","국외지진","202105161231","20210516122400","41.9","144.9","6.1","일본 홋카이도 구시로 남남동쪽 128km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-16 12:32:06.0","2021002750","","","","","","","","","","","","","","60"
"202100000402","","3","국외지진","202105140904","20210514085800","37.7","141.8","6","일본 미야기현(혼슈) 센다이 남동쪽 103km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-14 09:06:06.0","2021002702","","","","","","","","","","","","","","40"
"202100000397","","1","지진정보","202105130608","20210513060428","35.89","127.33","2","전북 완주군 동쪽 15km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-05-13 06:09:06.0","2021002675","","","","","","","","","","","","","","10"
"202100000378","","1","지진정보","202105042245","20210504224208","35.89","129.67","2","경북 포항시 남구 동남동쪽 31km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-05-04 22:47:06.0","2021002505","","","","","","","","","","","","","","19"
"202100000372","","3","국외지진","202105031425","20210503140800","25.7","123.8","5.8","일본 오키나와현 이리오모테섬 북쪽 150km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-03 14:26:06.0","2021002469","","","","","","","","","","","","","","190"
"202100000367","","3","국외지진","202105011033","20210501102700","38.1","141.8","6.6","일본 미야기현(혼슈) 센다이 동남동쪽 83km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-05-01 10:35:06.0","2021002442","","","","","","","","","","","","","","60"
"202100000364","","1","지진정보","202104301619","20210430161504","35.52","128.88","2.1","경남 밀양시 동쪽 12km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-04-30 16:20:07.0","2021002433","","","","","","","","","","","","","","7"
"202100000354","","1","지진정보","202104290516","20210429051225","35.65","129.83","2","울산 동구 동북동쪽 41km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-04-29 05:17:06.0","2021002385","","","","","","","","","","","","","","18"
"202100000351","","1","지진정보","202104281204","20210428120040","35.65","129.79","2.5","울산 동구 동북동쪽 37km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-04-28 12:06:06.0","2021002368","","","","","","","","","","","","","","20"
"202100000349","","3","국외지진","202104281145","20210428112125","26.79","92.42","6","인도 아삼 데키아줄리 북북서쪽 10km 지역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-04-28 11:47:06.0","2021002363","","","","","","","","","","","","","","29"
"202100000340","","1","지진정보","202104251712","20210425170759","37.48","124.36","2.3","인천 옹진군 백령도 남남서쪽 60km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-04-25 17:13:06.0","2021002297","","","","","","","","","","","","","","5"
"202100000333","","1","지진정보","202104230313","20210423024127","40.49","127.51","2.2","북한 함경남도 장진 동북동쪽 26km 지역","","자연지진으로 분석됨","","Y","","","2021-04-23 03:15:06.0","2021002231","","","","","","","","","","","","","","6"
"202100000323","","1","지진정보","202104200217","20210420021327","35.08","125.05","2.6","전남 신안군 흑산도 북서쪽 57km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-04-20 02:18:06.0","2021002148","","","","","","","","","","","","","","15"
"202100000320","","1","지진정보","202104191639","20210419154852","41.28","129.13","2.7","북한 함경북도 길주 북북서쪽 40km 지역","","자연지진으로 분석됨.","","Y","","","2021-04-19 16:42:06.0","2021002139","","","","","","","","","","","","","","20"
"202100000319","","1","지진정보","202104191425","20210419142027","35.07","125.08","3.7","전남 신안군 흑산도 북서쪽 54km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-04-19 14:26:06.0","2021002134","","","","","","","","","","","","","","15"
"202100000315","","3","국외지진","202104182319","20210418231139","23.87","121.49","5.8","대만 화롄 남서쪽 11km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-04-18 23:20:06.0","2021002114","","","","","","","","","","","","","","15"
"202100000312","","3","국외지진","202104180936","20210418092900","38.3","141.9","5.8","일본 미야기현(혼슈) 센다이 동쪽 90km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-04-18 09:38:06.0","2021002098","","","","","","","","","","","","","","50"
"202100000305","","1","지진정보","202104160147","20210416014323","37.29","127.71","2.2","경기 여주시 동쪽 7km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-04-16 01:48:06.0","2021002052","","","","","","","","","","","","","","11"
"202100000299","","1","지진정보","202104132159","20210413215615","36.02","126.91","2","전북 익산시 북북서쪽 9km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-04-13 22:01:06.0","2021002011","","","","","","","","","","","","","","13"
"202100000260","","3","국외지진","202103280932","20210328092700","33.7","140.5","5.8","일본 가나가와현(혼슈) 요코하마 남남동쪽 209km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-03-28 09:34:06.0","2021001654","","","","","","","","","","","","","","50"
"202100000256","","3","국외지진","202103270712","20210327070200","26.1","125","6.2","일본 오키나와현 오키나와 서쪽 268km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-03-27 07:14:06.0","2021001631","","","","","","","","","","","","","","150"
"202100000241","","3","국외지진","202103201821","20210320180900","38.4","141.7","7.2","일본 미야기현(혼슈) 센다이 동쪽 74km 해역","","국내영향없음. 위 자료는 북서태평양지진해일경보센터(NWPTAC) 분석결과임.","","Y","","","2021-03-20 18:22:06.0","2021001490","","","","","","","","","","","","","",""
"202100000237","","3","국외지진","202103191544","20210319151126","31.94","92.74","6.1","중국 티베트 나취 북동쪽 83km 지역","","국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.","","Y","","","2021-03-19 15:46:06.0","2021001460","","","","","","","","","","","","","","10"
"202100000226","","1","지진정보","202103160255","20210316025152","35.76","129.19","2.6","경북 경주시 남남서쪽 11km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-03-16 02:57:06.0","2021001331","","","","","","","","","","","","","","18"
"202100000203","","3","국외지진","202103070426","20210307035113","20.89","144.32","5.7","마리아나 제도 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-03-07 04:27:06.0","2021001070","","","","","","","","","","","","","","10"
"202100000202","","3","국외지진","202103070345","20210307031834","21.1","144.47","5.5","마리아나 제도 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-03-07 03:47:06.0","2021001068","","","","","","","","","","","","","","14"
"202100000189","","3","국외지진","202103031938","20210303191610","39.76","22.18","6.3","그리스 테살리아 라리사  북서쪽 25km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-03-03 19:40:06.0","2021000955","","","","","","","","","","","","","","10"
"202100000185","","3","국외지진","202103021829","20210302182300","21.91","121.13","5.8","대만 카오슝 남동쪽 115km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-03-02 18:31:06.0","2021000912","","","","","","","","","","","","","","31"
"202100000159","","1","지진정보","202102210906","20210221090334","35.47","126.34","2.2","전남 영광군 북서쪽 27km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-02-21 09:07:06.0","2021000746","","","","","","","","","","","","","","18"
"202100000143","","1","지진정보","202102151901","20210215185925","35.99","126.84","2.5","전북 군산시 동북동쪽 10km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-02-15 19:03:06.0","2021000695","","","","","","","","","","","","","","14"
"202100000137","","3","국외지진","202102132314","20210213230800","37.7","141.8","7.1","일본 미야기현(혼슈) 센다이 남동쪽 103km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-02-13 23:15:06.0","2021000683","","","","","","","","","","","","","","60"
"202100000128","","3","국외지진","202102102241","20210210221956","-23.1","171.5","7.9","뉴칼레도니아 누메아 동쪽 526km 해역  ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-02-10 22:43:06.0","2021000645","","","","","","","","","","","","","","33"
"202100000127","","1","지진정보","202102101931","20210210192818","37.32","126.24","2.1","인천 옹진군 서남서쪽 38km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-02-10 19:32:06.0","2021000642","","","","","","","","","","","","","","9"
"202100000122","","3","국외지진","202102090223","20210209015803","24.37","122.02","5.7","대만 화롄 북동쪽 67km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-02-09 02:24:06.0","2021000608","","","","","","","","","","","","","","24"
"202100000121","","3","국외지진","202102090204","20210209015631","24.36","122.36","5.5","대만 화롄 동북동쪽 94km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-02-09 02:06:06.0","2021000607","","","","","","","","","","","","","","69"
"202100000119","","1","지진정보","202102080828","20210208074651","40.64","127.62","2.3","북한 함경남도 장진 북동쪽 43km 지역","","자연지진으로 분석됨","","Y","","","2021-02-08 08:30:06.0","2021000593","","","","","","","","","","","","","","24"
"202100000117","","1","지진정보","202102080417","20210208033734","40.67","127.45","3.2","북한 함경남도 장진 북북동쪽 37km 지역","","자연지진으로 분석됨","","Y","","","2021-02-08 04:19:06.0","2021000591","","","","","","","","","","","","","","24"
"202100000114","","3","국외지진","202102071346","20210207132257","6.76","125.21","6","필리핀 막사이사이 동쪽 2km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-02-07 13:47:07.0","2021000588","","","","","","","","","","","","","","25"
"202100000112","","3","국외지진","202102070250","20210207023603","24.66","122.6","6.1","대만 타이베이 동남동쪽 114km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-02-07 02:52:06.0","2021000585","","","","","","","","","","","","","","112"
"202100000108","","1","지진정보","202102060443","20210206044003","35.81","127.53","2.7","전북 장수군 북쪽 18km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-02-06 04:44:06.0","2021000563","","","","","","","","","","","","","","5"
"202100000096","","1","지진정보","202102031220","20210203121756","37.32","126.24","2.2","인천 옹진군 서남서쪽 38km 해역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2021-02-03 12:22:06.0","2021000517","","","","","","","","","","","","","","8"
"202100000089","","3","국외지진","202102010107","20210201005200","22.5","143.6","5.7","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1477km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-02-01 01:11:06.0","2021000470","","","","","","","","","","","","","","150"
"202100000074","","3","국외지진","202101271413","20210127140700","42.7","142","5.4","일본 홋카이도 삿포로 남동쪽 66km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-01-27 14:15:06.0","2021000410","","","","","","","","","","","","","","130"
"202100000066","","3","국외지진","202101251633","20210125162537","23.37","123.71","5.7","대만 화롄 동남동쪽 229km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-01-25 16:35:06.0","2021000374","","","","","","","","","","","","","","60"
"202100000063","","3","국외지진","202101240858","20210124083650","-61.85","-55.56","7","사우스셰틀랜드 제도 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-24 09:00:06.0","2021000356","","","","","","","","","","","","","","8"
"202100000060","","1","지진정보","202101240627","20210124062305","35.84","125.14","2.1","전북 군산시 어청도 서남서쪽 81km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-01-24 06:29:06.0","2021000354","","","","","","","","","","","","","","11"
"202100000055","","3","국외지진","202101212145","20210121212305","5.01","127.52","7","필리핀 민다나오섬 다바오 남동쪽 312km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-21 21:47:06.0","2021000313","","","","","","","","","","","","","","96"
"202100000049","","3","국외지진","202101191216","20210119114621","-31.84","-68.81","6.4","아르헨티나 산후안 남서쪽 42km ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-19 12:18:06.0","2021000273","","","","","","","","","","","","","","14"
"202100000047","","3","국외지진","202101190413","20210119032128","35.79","123.97","4.6","중국 청도 동쪽 332km 해역","","위 자료는 중국지진청(CEA) 분석결과임. 국외지진정보발표 기준(규모5.5이상)에 미달하나, 전남, 전북 지역 등에서 지진동을 감지하였음.","","Y","","","2021-01-19 04:19:06.0","2021000258","","","","","","","","","","","","","","12"
"202100000042","","1","지진정보","202101170206","20210117014140","35.72","129.4","1.1","경북 경주시 남동쪽 22km 지역","","","","Y","","","2021-01-17 02:07:06.0","2021000232","","","","","","","","","","","","","","12"
"202100000037","","3","국외지진","202101150352","20210115032818","-3.01","118.92","6.2","인도네시아 서 술라웨시 마무주 남쪽 36km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-15 03:53:06.0","2021000209","","","","","","","","","","","","","","18"
"202100000035","","1","지진정보","202101140820","20210114081728","36.86","125.43","2.1","충남 태안군 서격렬비도 북북서쪽 30km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2021-01-14 08:21:06.0","2021000184","","","","","","","","","","","","","",""
"202100000029","","3","국외지진","202101121147","20210112114000","43.6","140","5.6","일본 홋카이도 삿포로 서북서쪽 125km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2021-01-12 11:49:06.0","2021000145","","","","","","","","","","","","","","240"
"202100000027","","3","국외지진","202101120701","20210112063258","51.24","100.44","6.8","몽골 무릉 북쪽 180km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-12 07:03:06.0","2021000131","","","","","","","","","","","","","","10"
"202100000023","","3","국외지진","202101101320","20210110125412","-24.02","-66.67","6.1","아르헨티나 살타 북서쪽 153km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2021-01-10 13:21:06.0","2021000106","","","","","","","","","","","","","","203"
"202100000021","","3","국외지진","202101092044","20210109203552","24.72","122.04","5.7","대만 타이베이 남동쪽 61km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2021-01-09 20:46:06.0","2021000104","","","","","","","","","","","","","","72"
"202000001112","","3","국외지진","202012300943","20201230093500","36.4","140.6","5.1","일본 이바라키현(혼슈) 미토 동북동쪽 12km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-12-30 09:45:06.0","2020018266","","","","","","","","","","","","","","60"
"202000001110","","3","국외지진","202012292042","20201229201954","45.41","16.3","6.4","크로아티아 페트리냐 남남동쪽 2km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-12-29 20:43:06.0","2020018264","","","","","","","","","","","","","","10"
"202000001100","","3","국외지진","202012250902","20201225084342","13.8","120.66","6.2","필리핀 칼라타간 남동쪽 4km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-12-25 09:03:06.0","2020018164","","","","","","","","","","","","","","108"
"202000001096","","1","지진정보","202012232131","20201223212820","37.73","126.73","2.2","경기 파주시 남서쪽 6km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2020-12-23 21:33:06.0","2020018136","","","","","","","","","","","","","","12"
"202000001087","","3","국외지진","202012210230","20201221022300","40.7","142.7","6.3","일본 아오모리현(혼슈) 아오모리 동쪽 165km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-12-21 02:32:06.0","2020018074","","","","","","","","","","","","","","10"
"202000001080","","1","지진정보","202012181720","20201218171723","37.66","129.32","2.7","강원 동해시 북동쪽 24km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-12-18 17:21:06.0","2020018042","","","","","","","","","","","","","","16"
"202000001071","","1","지진정보","202012151740","20201215171531","37.7","125.17","2.3","북한 황해남도 옹진 남남서쪽 31km 해역","","자연지진으로 분석됨","","Y","","","2020-12-15 17:42:07.0","2020017979","","","","","","","","","","","","","","16"
"202000001066","","3","국외지진","202012150043","20201215002049","-21.82","-68.73","6","칠레 칼라마 북북동쪽 73km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-12-15 00:44:06.0","2020017966","","","","","","","","","","","","","","114"
"202000001059","","3","국외지진","202012121625","20201212161900","40.1","142.2","5.5","일본 이와테현(혼슈) 모리오카 동북동쪽 100km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-12-12 16:26:06.0","2020017943","","","","","","","","","","","","","","50"
"202000001055","","3","국외지진","202012110325","20201211031508","24.53","121.99","5.6","대만 타이베이 남동쪽 73km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2020-12-11 03:27:06.0","2020017891","","","","","","","","","","","","","","63"
"202000001054","","3","국외지진","202012102230","20201210221958","24.74","122.03","6.7","대만 타이베이 남동쪽 59km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2020-12-10 22:31:06.0","2020017886","","","","","","","","","","","","","","77"
"202000001044","","3","국외지진","202012070211","20201207014742","-20.37","-69.08","6.1","칠레 이키케 동쪽 113km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-12-07 02:12:06.0","2020017777","","","","","","","","","","","","","","102"
"202000001031","","3","국외지진","202012010819","20201201075459","-24.38","-67.05","6.3","아르헨티나 살타 서북서쪽 172km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-12-01 08:20:06.0","2020017676","","","","","","","","","","","","","","148"
"202000001006","","3","국외지진","202011221911","20201122190600","36.6","141.1","5.8","일본 이바라키현(혼슈) 미토 동북동쪽 62km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-11-22 19:12:06.0","2020017508","","","","","","","","","","","","","","40"
"202000000999","","1","지진정보","202011192325","20201119231728","37.99","125.37","3.1","북한 황해남도 옹진 북쪽 7km 지역","","지진피해 없을 것으로 예상됨 자연지진으로 분석됨","","Y","","","2020-11-19 23:26:06.0","2020017461","","","","","","","","","","","","","","15"
"202000000990","","1","지진정보","202011170406","20201117031029","41.28","129.18","2.6","북한 함경북도 길주 북북서쪽 38km 지역","","자연지진으로 분석됨. 6차 북핵위치로부터 남동쪽 약 8km 지역임","","Y","","","2020-11-17 04:08:06.0","2020017406","","","","","","","","","","","","","",""
"202000000983","","1","지진정보","202011150004","20201115000029","35.76","129.18","2.1","경북 경주시 남남서쪽 11km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.  9.12 지진의 여진임.","","Y","","","2020-11-15 00:06:06.0","2020017365","","","","","","","","","","","","","","17"
"202000000971","","3","국외지진","202011111439","20201111141756","25.46","142.76","5.7","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1138km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-11-11 14:40:06.0","2020017295","","","","","","","","","","","","","","10"
"202000000963","","1","지진정보","202011081530","20201108152609","36.41","128.22","2.9","경북 상주시 동쪽 5km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2020-11-08 15:31:06.0","2020017067","","","","","","","","","","","","","","9"
"202000000959","","3","국외지진","202011071017","20201107101100","25.7","144","6.2","일본 가나가와현(혼슈) 요코하마 남남동쪽 1161km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-11-07 10:18:06.0","2020016990","","","","","","","","","","","","","","10"
"202000000956","","1","지진정보","202011061830","20201106182723","36.43","128.14","2","경북 상주시 북서쪽 3km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2020-11-06 18:31:06.0","2020016954","","","","","","","","","","","","","","8"
"202000000954","","3","국외지진","202011061801","20201106175600","40.9","143.3","5.7","일본 아오모리현(혼슈) 아오모리 동쪽 215km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-11-06 18:03:06.0","2020016948","","","","","","","","","","","","","","10"
"202000000947","","1","지진정보","202011041653","20201104165030","35.84","129.79","2.4","경북 포항시 남구 동남동쪽 43km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-11-04 16:54:06.0","2020016729","","","","","","","","","","","","","","22"
"202000000945","","1","지진정보","202011040727","20201104072348","35.83","129.78","2.2","경북 포항시 남구 동남동쪽 43km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-11-04 07:29:06.0","2020016684","","","","","","","","","","","","","","23"
"202000000943","","1","지진정보","202011040502","20201104044154","38.79","125.72","2.8","북한 황해북도 송림 북동쪽 10km 지역","","자연지진으로 분석됨","","Y","","","2020-11-04 05:03:06.0","2020016676","","","","","","","","","","","","","",""
"202000000932","","3","국외지진","202010302120","20201030205126","37.9","26.8","7","그리스 사모스 섬 북서쪽 23km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-10-30 21:21:06.0","2020016477","","","","","","","","","","","","","","10"
"202000000919","","1","지진정보","202010251914","20201025191049","33.89","125.65","2.5","전남 진도군 남서쪽 87km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-10-25 19:15:06.0","2020016025","","","","","","","","","","","","","","17"
"202000000915","","1","지진정보","202010241512","20201024150901","33.93","127.45","2.1","전남 여수시 거문도 남동쪽 16km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-10-24 15:13:06.0","2020015974","","","","","","","","","","","","","","21"
"202000000876","","1","지진정보","202010090440","20201009043814","35.75","129.17","2.1","경북 경주시 남남서쪽 13km 지역","","지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.","","Y","","","2020-10-09 04:42:06.0","2020014909","","","","","","","","","","","","","","15"
"202000000872","","3","국외지진","202010081652","20201008163532","-6.11","146.24","6.7","파푸아뉴기니 모로베 라에 북서쪽 108km 지역 ","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2020-10-08 16:54:07.0","2020014884","","","","","","","","","","","","","","116"
"202000000867","","1","지진정보","202010070408","20201007040532","33.92","127.44","2.1","전남 여수시 거문도 남동쪽 16km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2020-10-07 04:10:06.0","2020014725","","","","","","","","","","","","","","22"
"202000000857","","3","국외지진","202010031837","20201003183100","33.5","141.1","6","일본 지바현(혼슈) 지바 남남동쪽 251km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2020-10-03 18:38:06.0","2020014507","","","","","","","","","","","","","","70"
